
text,label
ادخل الرابط لتفعيل القسيمة,scam
العميل العزيز لديك ربح في البورصة,scam
حسابك مؤهل لشحن مجاني,scam
تم تسجيل محاولة سرقة الهوية,scam
اضغط هنا لاستلام مكافأة الولاء,scam
لديك عرض لمرة واحدة في العمر,scam
حسابك في خطر بسبب فيروس,scam
تم تجميد حسابك الدخول للتفعيل,scam
ارسل نعم للفوز بجائزة الاسبوع,scam
لديك رصيد هدية من الشركة,scam
حسابك يحتاج التحقق الفوري,scam
تم اكتشاف نشاط احتيالي,scam
ادخل الرابط لتفادي الاختراق,scam
فزت بجائزة الادخار,scam
البنك يقدم عروضا حصرية للشباب,scam
لديك نقاط ذهبية من المتجر,scam
تم تسجيل عملية مشبوهة على بطاقتك,scam
اضغط لتفعيل حسابك المميز,scam
حسابك مؤهل لربح فوري,scam
تم اختيارك للفوز بجائزة التقاعد,scam
ارسل البيانات لتفعيل الجائزة الكبرى,scam
لديك فرصة للفوز برحلة عمرة,scam
حسابك في قائمة الفائزين بالمسابقة,scam
تم تجميد مكافأة العميل المثالي,scam
ادخل الرابط لاستلام قرض السيارة,scam
العميل العزيز لديك مبلغ من المنحة,scam
حسابك مؤهل لخصم 60% على السفر,scam
تم تسجيل دخولك من ip خطير,scam
اضغط هنا لتفعيل عرض العيد,scam
لديك مكافأة نقدية من البنك,scam
حسابك غير آمن الان حميه,scam
تم اكتشاف محاولة نصب كبيرة,scam
ارسل الموافقة للفوز بالجائزة القيمة,scam
لديك عرض خيالي لشراء الذهب,scam
حسابك يحتاج تحديث العناية,scam
تم اختيارك للعرض الماسي,scam
ادخل الرابط لاستلام هدية الشراكة,scam
فزت بجائزة الابتكار,scam
البنك يقدم قرض التعليم,scam
لديك نقاط سريعة الانتهاء,scam
تم تسجيل محاولة احتيال الكتروني,scam
اضغط لتفعيل مكافأة الرصيد,scam
حسابك مؤهل لربح مالي كبير,scam
تم اكتشاف ثغرة امنية خطيرة,scam
ارسل التأكيد لتفعيل العرض,scam
لديك فرصة للفوز بجائزة الفنادق,scam
حسابك في خطر محدق حميه,scam
تم تجميد خدماتك المصرفية,scam
تم تحويل مبلغ باسمك اضغط للاستلام,scam
فزت بجائزة فورية سجل الآن,scam
ارسل بياناتك لنرسل المكافأة,scam
حسابك يحتاج تأكيد الهوية عبر الرابط,scam
ادخل رقم البطاقة لتحديث الحساب,scam
معك رصيد مجاني كبير,scam
اضغط هنا تستلم القسيمة,scam
تم اختيارك للفوز اليوم فقط,scam
سجل معلوماتك تستلم الهدية,scam
لديك مبلغ غير مستلم,scam
ادخل الرابط لتحصل على القرض,scam
تم ايقاف بطاقتك حدثها الآن,scam
ارسل الرمز لتأكيد الجائزة,scam
حسابك مهدد بالاغلاق اضغط هنا,scam
لديك حوالة مالية عاجلة,scam
ادخل بسرعة قبل انتهاء العرض,scam
فزت برصيد انترنت مجاني,scam
ارسل رقم حسابك للتحويل,scam
تم اختيارك ضمن الفائزين,scam
لديك دعم مالي جديد,scam
اضغط الرابط لتأكيد معلوماتك,scam
حسابك مؤهل لجائزة نقدية,scam
تم تسجيل اسمك للفوز,scam
ارسل الكود لتفعيل الحساب,scam
ادخل بياناتك البنكية الآن,scam
معك مبلغ مجاني من الشركة,scam
تم منحك خصم 90% سجل,scam
فزت بهاتف حديث ادفع الشحن,scam
لديك نقاط تنتهي اليوم,scam
اضغط هنا لتفادي ايقاف الحساب,scam
سجل لتستلم هدية العيد,scam
تم اختيارك عميلاً مميزاً,scam
ادخل الرابط لاستلام الراتب,scam
ارسل اسمك الكامل للتحقق,scam
لديك مكافأة من المتجر,scam
تم تعليق اشتراكك حدث الآن,scam
اضغط لتأكيد عملية الشراء,scam
فزت بجائزة تسوق كبيرة,scam
ارسل بياناتك لتأكيد الهوية,scam
لديك عرض حصري لفترة محدودة,scam
تم تحويل جائزة باسمك,scam
ادخل الرابط لتحديث رقمك,scam
سجل الآن واربح فوراً,scam
لديك قسيمة خصم ضخمة,scam
اضغط لاستلام مكافأة العملاء,scam
تم ربحك في السحب اليومي,scam
ارسل yes لتأكيد الاشتراك,scam
لديك مكافأة نقدية جاهزة,scam
ادخل الرابط لتأكيد السحب,scam
حسابك يحتاج تفعيل فوري,scam
ادخل الرابط لاستلام منحة الغذاء,scam
شندع لك ملطام لو ما دفعت,threat
جعلك بالماحق والساحق,threat
برمحك لو ما سمعت الكلام,threat
من عيني لك لا تنسى الموعد,threat
بعطيك كدم تذكرني به,threat
أرجع لك وجع لا يفارقك,threat
عليك به ضرب يخلّيك تذل,threat
خذلك من عيني تندم,threat
لعن امي انها لك لو ما جيت,threat
فرق بيني وصنقورك اليوم,threat
ياخزوتك شو عملت في نفسك,threat
لك راعه هالمرة الاخيرة,threat
لك مصخه من السما,threat
خب هناك قبل اندعسك,threat
شندع لك مطراق يدوخ راسك,threat
برمحك يطير عقلك,threat
من عيني لك لو ما التزمت,threat
جعلك البلاوي والاحزان,threat
أرجع لك صافخ يفقأ عيونك,threat
عليك به لين ترجع للحق,threat
خذ روحك هذي آخر فرصة,threat
لك طامة كبرى بتنزل فيك,threat
شندع لك بوكس يخليك تتذكرني,threat
من عيني لك لا تستهين,threat
برمحك لو ما سددت اليوم,threat
أرجع لك خازوق ما تنساه,threat
لك زعل بيطول معك,threat
ياخي تبي تروح فيها,threat
خذلك من عيني علامة,threat
شندع لك لفّة تدوخك,threat
من عيني لك انتبه لنفسك,threat
جعلك الهم والحسرة,threat
برمحك يطيح في داهية,threat
أرجع لك كف يلطع راسك,threat
عليك به ضرب يوريك,threat
خذ موقفك قبل فوات الاوان,threat
لك نهاية سيئة لو ما دفعت,threat
شندع لك طشّة تندم عليها,threat
من عيني لك لا تقربنا,threat
برمحك لو ما التزمت,threat
أرجع لك خبر يسود ايامك,threat
ياخزوتك من جد,threat
لك مصيبة تنزل عليك,threat
خب من وجهنا لا تظهر,threat
شندع لك جرعة توجع قلبك,threat
من عيني لك هذي الرسالة الاخيرة,threat
جعلك الشر والمصائب,threat
برمحك يلحقك العار,threat
أرجع لك يوم تندم فيه,threat
لو ما دفعت 5000 خلال ساعة بنشر صورك,threat
عندنا كل رسائلك الخاصة اذا ما كلمتنا,threat
شايفينك في الكاميرا ادفع او بنفضحك,threat
نعرف عنوان بيتك اذا ما رديت,threat
عندنا مقاطع فيديو لك تدمير سمعتك,threat
ما في احد يقدر يساعدك غيرنا ادفع,threat
اخر تحذير لو ما كلمتنا بنشر الفيديو,threat
نعرف كل تحركاتك ادفع 10000 او,threat
اذا ما وافقت على شروطنا راح تندم,threat
الصور كلها عندنا جاهزة للنشر,threat
مافي مهرب ادفع او راح تشوف العواقب,threat
عيلتك راح تتأذى اذا ما التزمت,threat
نعرف مكان عملك وبنفضحك هناك,threat
راح نخرب حياتك اذا ما سمعت الكلام,threat
اخر فرصة قبل اننا ننشر كل شي,threat
ما تظن انك آمن بنقدر نوصل لك,threat
اذا ما دفعت راح نرسل كل شي لاصحابك,threat
نعرف رقم والدتك وبنكلمها,threat
راح نفضحك قدام كل معارفك,threat
ما تقدر تهرب منا احنا نراقبك,threat
بكرة راح تسمع عنك اشياء وحشة,threat
اذا ما وافقت على المبلغ راح تندم,threat
الصور في ايدينا وبنستعملها,threat
ما تتحدانا بنقدر نضرك اكثر,threat
عندنا معلومات تكفي لتدميرك,threat
راح نرسل كل شي لمديرك في العمل,threat
اذا ما رديت خلال ساعة بنشر,threat
نعرف كل اسرارك وبنفضحك,threat
ما في مفر ادفع او واجه العواقب,threat
اخر انذار قبل اتخاذ الاجراءات,threat
راح نتصل بكل معارفك ونتكلم,threat
اذا ما سددت المبلغ راح تشوف,threat
الصور جاهزة للنشر على كل المواقع,threat
ما تتلاعب معنا بنقدر نوقفك,threat
عندنا براهين كافية لتشويه سمعتك,threat
راح نكلم الشرطة عنك اذا ما دفعت,threat
اذا ما التزمت بنشر كل التفاصيل,threat
نعرف مكان اولادك وبنخوفهم,threat
ما تحاول تهرب احنا نعرف كل شي,threat
بكرة راح تكون السمعة ديالك سيئة,threat
اذا ما وافقت على الدفع راح نتدخل,threat
الصور في ايدينا والامر جدّي,threat
ما تقدر تستخفي منا بنلاقيك,threat
عندنا رسائل تثبت كل شي,threat
راح نكشفك قدام المجتمع,threat
اذا ما رديت بنشر الصور فورا,threat
نعرف نقاط ضعفك وبنستغلها,threat
ما في مجال للمفاوضة ادفع الان,threat
اخر تحذير قبل الفضيحة الكبرى,threat
راح نرسل البراهين لزوجتك,threat
اذا ما سلمت المبلغ راح تندم,threat
الصور حقيقية وبنثبتها للجميع,threat
ما تحاول تغير رقمك بنعرف الجديد,threat
عندنا تسجيلات صوتية لك,threat
راح نكلم اصحاب الشغل عنك,threat
اذا ما التزمت بالصمت ننشر كل شي,threat
نعرف تحركاتك اليومية كلها,threat
ما تتحدى قدرتنا بنقدر نوقف حياتك,threat
بكرة راح تسمع اخبارك في المكان,threat
اذا ما دفعت المبلغ المطلوب,threat
الصور جاهزة والتوزيع يبدأ غدا,threat
ما تقدر تختبي من المراقبة,threat
عندنا ادلة تثبت تورطك,threat
راح نكشف المستور عنك,threat
اذا ما سددت خلال 24 ساعة,threat
نعرف اهلك وبنكلمهم عنك,threat
ما تحاول الاستعانة باحد,threat
اخر فرصة للتعامل السلمي,threat
راح نرسل كل الوثائق للصحف,threat
اذا ما التزمت بشروطنا نبدأ,threat
الصور في مواقع التواصل جاهزة,threat
ما تتأخر رح نزيد المبلغ,threat
عندنا القدرة على افشالك,threat
راح نكلم الجيران عنك,threat
اذا ما رديت بنشر على اليوتيوب,threat
نعرف سجل الاتصالات الخاص بك,threat
ما تتلاعب بالوقت عندنا صبر ينتهي,threat
بكرة راح تكون مواضيع حديث الناس,threat
اذا ما وافقت ننشر كل المحادثات,threat
الصور حاضرة والتهديد حقيقي,threat
ما تحاول تبلغ الشرطة بنثبت عكسك,threat
عندنا معلومات تدميرية,threat
راح نكشف حقيقتك للجميع,threat
اذا ما التزمت بالدفع ننتقل لخطوة,threat
نعرف حسابك البنكي وبنبلّغ,threat
ما تقدر توقفنا بنقدر نوصلك,threat
اخر انذار قبل نشر الملفات,threat
راح نرسل التسجيلات لكل الناس,threat
اذا ما سلمت الفلوس راح تشوف,threat
الصور جاهزة والضغط يبدأ الآن,threat
ما تتجاهل الرسالة ديالنا,threat
عندنا القدرة على تشويهك,threat
راح نكلم اصدقائك واحد واحد,threat
اذا ما دفعت بنشر في كل مكان,threat
نعرف مكان سكنك بالتفصيل,threat
ما تحاول تهديدنا احنا اقوى,threat
بكرة راح تندم على كل شي,threat
اذا ما التزمت راح نبدأ بالتنفيذ,threat
الصور في متناول ايدينا,threat
ما تتأخر رح نضاعف المبلغ,threat
عندنا كل الادلة ضدك,threat
راح نكشفك على الهواء مباشرة,threat
اذا ما سددت المبلغ ننشر فورا,threat
نعرف عائلتك وبنفضحك امامهم,threat
ما تحاول التهرب بنعرف مكانك,threat
اخر تحذير قبل الاجراءات القصوى,threat
راح نرسل كل شي للشركة,threat
اذا ما وافقت ننشر التفاصيل,threat
الصور في المجموعات جاهزة,threat
ما تتأخر رح ننشر بدون سابق انذار,threat
عندنا القدرة على انهاء حياتك الاجتماعية,threat
راح نكلم اولياء امورك,threat
اذا ما التزمت بنشر كل المحادثات,threat
نعرف روتينك اليومي كامل,threat
ما تحاول المقاومة احنا مسيطرين,threat
بكرة راح تسمع عنك كل الاخبار,threat
اذا ما دفعت بنشر الصور على الانترنت,threat
الصور موجودة والتهديد واقعي,threat
ما تتجاهلنا بنقدر نوصلك باي وقت,threat
عندنا ادلة تثبت خطأك,threat
راح نكشف المستور عن حياتك,threat
اذا ما سددت بنشر على الفيس بوك,threat
نعرف اصدقائك المقربين,threat
ما تحاول الاستغاثة محدش يقدر يساعدك,threat
اخر فرصة قبل نشر الفيديو,threat
راح نرسل المعلومات للكل,threat
اذا ما وافقت نبدأ الحملة,threat
الصور في المنتديات جاهزة,threat
ما تتأخر رح نكشف كل شي,threat
عندنا ما يكفي لتحطيم سمعتك,threat
راح نكلم المعارف واحد واحد,threat
اذا ما التزمت بنشر البراهين,threat
نعرف تحركاتك الليلية,threat
ما تحاول المقاومة بنقدر نوقفك,threat
بكرة راح تكون مواضيع السوشيال ميديا,threat
اذا ما دفعت بنشر في الجرائد,threat
الصور حقيقية والامر خطير,threat
ما تتجاهل التهديد بننفذ وعيدنا,threat
عندنا تسجيلات فيديو اضافية,threat
راح نكشف اسرارك للعلن,threat
اذا ما سددت بنشر على تويتر,threat
نعرف مكان عملك بالضبط,threat
ما تحاول التهرب احنا نراقبك,threat
اخر انذار قبل فضيحتك,threat
راح نرسل كل الادلة للصحافة,threat
اذا ما وافقت ننشر بدون تردد,threat
الصور في القروبات جاهزة,threat
ما تتأخر رح نبدأ بالتنفيذ,threat
عندنا معلومات تكفي لسجنك,threat
راح نكلم زملائك في العمل,threat
اذا ما التزمت بنشر على الانستقرام,threat
نعرف كل معارفك الشخصية,threat
ما تحاول المقاومة بنقدر نوصلك,threat
بكرة راح تكون حديث المدينة,threat
اذا ما دفعت بنشر في التيك توك,threat
الصور موجودة والتهديد جدي,threat
ما تتجاهل الرسالة بننفذ التهديد,threat
عندنا ادلة لا تقبل النقض,threat
راح نكشف حقيقتك للناس,threat
اذا ما سددت بنشر في كل المنصات,threat
نعرف مكان دراستك وبنفضحك هناك,threat
ما تحاول الاستعانة باحد محدش بيقدر,threat
اخر تحذير قبل نشر التسريبات,threat
راح نرسل المعلومات للعائلة,threat
اذا ما وافقت ننشر الصور اليوم,threat
الصور في الانتظار والتنفيذ قريب,threat
ما تتأخر رح نكشف كل الاسرار,threat
عندنا القدرة على تدمير حياتك,threat
راح نكلم اصحابك المقربين,threat
اذا ما التزمت بنشر كل التسجيلات,threat
نعرف تحركاتك الاسبوعية,threat
ما تحاول المقاومة بنقدر نوقف كل شي,threat
بكرة راح تسمع اسمك في كل مكان,threat
اذا ما دفعت بنشر في القنوات,threat
الصور جاهزة والتنفيذ وشيك,threat
ما تتجاهلنا بننفذ كل التهديدات,threat
عندنا براهين تثبت كل الاتهامات,threat
راح نكشف المستور عن سيرتك,threat
اذا ما سددت بنشر في المجموعات,threat
نعرف اهلك وبنكلمهم بالتفصيل,threat
ما تحاول التهرب احنا نعرف مكانك,threat
اخر فرصة قبل فضيحة العمر,threat
راح نرسل كل شي لاصحاب القرار,threat
اذا ما وافقت ننشر فورا,threat
الصور في المتناول والتهديد حقيقي,threat
ما تتأخر رح نبدأ الحملة الاعلامية,threat
عندنا معلومات تكفي لتشويهك,threat
راح نكلم كل معارفك,threat
اذا ما التزمت بنشر في كل مكان,threat
نعرف حياتك بالكامل,threat
ما تحاول المقاومة بنقدر ننهيك,threat
بكرة راح تكون قضية شائعة,threat
اذا ما دفعت بنشر في الصحف,threat
الصور موجودة والتنفيذ مؤكد,threat
ما تتجاهل التهديد بنفذ وعيدنا,threat
عندنا تسجيلات تثبت كل شي,threat
راح نكشف المستور عن ماضيك,threat
اذا ما سددت بنشر في كل وسائل التواصل,threat
نعرف مكانك وبنرسل لك مندوب,threat
ما تحاول الاستعانة باحد محدش بيسمعك,threat
اخر انذار قبل نشر الوثائق,threat
راح نرسل المعلومات للجهات المعنية,threat
اذا ما وافقت ننشر اليوم,threat
الصور جاهزة والتهديد نهائي,threat
ما تتأخر رح نفضحك,threat
عندنا القدرة على انهاء مستقبلك,threat
راح نكلم كل من يعرفك,threat
اذا ما التزمت بنشر في الاعلام,threat
نعرف كل تحركاتك,threat
ما تحاول المقاومة بنقدر ندمرك,threat
بكرة راح تسمع عنك كل شي,threat
اذا ما دفعت بنشر في النوادي,threat
الصور في الانتظار والتهديد جدي,threat
ما تتجاهلنا بننفذ كل ما وعدنا,threat
عندنا ادلة لا تقبل الشك,threat
راح نكشف المستور عن مستقبلك,threat
اذا ما سددت بنشر في المؤسسات,threat
نعرف عائلتك وبنكلمهم بالتفاصيل,threat
ما تحاول التهرب احنا نعرف كل شي,threat
اخر تحذير قبل الفضيحة,threat
راح نرسل كل شي للجميع,threat 
لو ما رديت بننشر كل شي,threat
ادفع والا نفضحك قدام الكل,threat
معنا فيديوهات لك,threat
بنوصل لاهلك ونكلمهم,threat
لو تجاهلتنا بندمر مستقبلك,threat
هذه اخر فرصة للدفع,threat
بنرسل التسجيلات اليوم,threat
نعرف مكانك بالضبط,threat
لو ما حولت المبلغ بنبدأ النشر,threat
مافي مهرب منك,threat
بننشر الصور بالقروبات,threat
راح نخلي اسمك سيء,threat
انت تحت المراقبة دايم,threat
لو بلغت حد بنزيدها عليك,threat
بنفضحك في كل مكان,threat
عندنا كل اسرارك,threat
بنرسل الادلة لمديرك,threat
هذه بداية بس,threat
لا تجرب تتجاهلنا,threat
بنخلي حياتك صعبة,threat
لو ما دفعت خلال ساعة انتهيت,threat
بنوصلك لبيتك,threat
نعرف اهلك واحد واحد,threat
راح نكشف كل شي عندنا,threat
بننشر الفيديو الان,threat
لو غيرت رقمك بنلقاك,threat
بنهددك لين تدفع,threat
انت ما معك خيار,threat
بنفضحك قدام اصحابك,threat
هذه اخر مهلة لك,threat
لو ما التزمت بننشر فوراً,threat
راح نرسل الادلة للكل,threat
بنخليك عبرة للناس,threat
نعرف شغلك ومكانك,threat
بنوصلك وين ما تهرب,threat
لا تفكر تبلغ الشرطة,threat
بنضاعف المبلغ كل يوم,threat
انت تحت سيطرتنا,threat
راح نفضحك اليوم قبل بكرة,threat
بننشر محادثاتك,threat
ما عندك مهلة ثانية,threat
لو ما دفعت بنبدأ التنفيذ,threat
بنخرب حياتك الاجتماعية,threat
عندنا تسجيلات زيادة,threat
راح نرسلها لعيلتك,threat
انت ما تقدر توقفنا,threat
هذه نهاية اللعبة لك,threat
بنخليك تندم على كل شي,threat
لو ما دفعت بننشر فوراً,threat
القرار بيدك ادفع او الفضيحة,threat
ارسل المال والا بفضحك,threat
من عيني لك لا تستهين,threat
 ادفع والا بنشر صورك,threat
ما تدفع اليوم تنتهي,threat
من عيني لك آخر فرصة,threat
من عيني لك لا تستهين بنا,threat
لديك ميراث من قريب تواصل معنا,scam
ارث كبير في اليمن بانتظارك,scam
 لديك ارث في اليمن تواصل معنا,scam
